facility_type,facility_name,latitude,longitude,facility_count,source_name,source_key
CCTV,서울특별시 관악구 국회단지6길 30,37.48766,126.9422,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801324
CCTV,서울특별시 송파구 송이로37가길 6(공원근처),37.48766,127.13429,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000801490
CCTV,서울특별시 동작구 신대방2길 2-1,37.4876666,126.9126784,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800076
CCTV,서울특별시 관악구 관천로19길 7,37.48767,126.9214,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801710
CCTV,서울특별시 관악구 봉천로23길 30,37.48767,126.9358,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000802024
CCTV,서울특별시 송파구 문정로1길 18,37.48767,127.1243,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000800767
CCTV,서울특별시 구로구 오리로13길 87,37.4876718,126.8303398,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000802387
CCTV,서울특별시 구로구 도림로 37-2,37.4876757,126.8885289,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800388
CCTV,서울특별시 동작구 사당로2차길 2,37.4876845,126.9645687,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800668
CCTV,서울특별시 영등포구 시흥대로 617,37.4876909,126.9052,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804936
CCTV,서울특별시 관악구 성현로 99,37.4877,126.946,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801557
CCTV,서울특별시 서초구 서초대로7길38,37.4877,126.986,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801590
CCTV,서울특별시 서초구 방배로25길54-1,37.4877,126.99,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801582
CCTV,서울특별시 서초구 서초대로32길 28,37.4877,126.997,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801448
CCTV,서울특별시 서초구 명달로 22길 73,37.4877,127.007,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803936
CCTV,서울특별시 서초구 반포대로20길10,37.4877,127.01,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804067
CCTV,서울특별시 서초구 서리풀3길 24,37.4877,127.018,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802967
CCTV,서울특별시 서초구 서초2동 1378-1,37.4877,127.024,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801051
CCTV,서울특별시 서초구 서운로11길10,37.4877,127.027,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802983
CCTV,서울특별시 서초구 강남대로45길 17-6,37.4877,127.031,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804066
CCTV,서울특별시 서초구 서초2동 1357-66,37.4877,127.032,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804801
CCTV,서울특별시 강남구 도곡동 163-2,37.4877,127.0463,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801041
CCTV,서울특별시 강남구 언주로30길 26,37.4877,127.0532,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801115
CCTV,서울특별시 강남구 수서동 713-1,37.4877,127.1014,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801640
CCTV,서울특별시 구로구 개봉로10길 11,37.4877094,126.8570867,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801542
CCTV,서울특별시 관악구 관천로18길 21,37.48772,126.9243,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801961
CCTV,서울특별시 관악구 신림로70길 11,37.48773,126.9294,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800915
CCTV,서울특별시 관악구 신림로70길 20,37.48773,126.9301,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800423
CCTV,서울특별시 관악구 봉천로 8길 39,37.48774,126.9272,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801147
CCTV,서울특별시 구로구 개봉로 10길 36,37.4877425,126.858353,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800914
CCTV,서울특별시 영등포구 도림천로 417,37.4877476,126.897801,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804887
CCTV,"서울특별시 관악구 신사로 110, 구슬공주, 지구대 부근",37.48775,126.9145,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801791
CCTV,서울특별시 관악구 은천로39길43,37.48775,126.9554,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800813
CCTV,서울특별시 도림천,37.487752,126.897637,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000805473
CCTV,서울특별시 영등포구 디지털로 338-11,37.4877545,126.899183,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804778
CCTV,서울특별시 관악구 국회단지 6길25,37.48776,126.9419,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801323
CCTV,서울특별시 영등포구 디지털로38길 14-5,37.4877649,126.900087,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804950
CCTV,서울특별시 영등포구 도림천로21길 23-1,37.4877696,126.902622,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000805047
CCTV,서울특별시 동작구 사당로2차길 15-9,37.4877732,126.9658726,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800489
CCTV,서울특별시 구로구 구로동로15길 5,37.4877775,126.8842914,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801874
CCTV,서울특별시 구로구 개봉로10길 31,37.4877806,126.8582059,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801541
CCTV,서울특별시 관악구 봉천로23다길 35-12,37.48779,126.9378,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801434
CCTV,서울특별시 동작구 신대방길 19,37.4877912,126.9115663,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800681
CCTV,서울특별시 동작구 사당로23나길 27,37.4878,126.975281,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800315
CCTV,서울특별시 서초구 소초대로 116,37.4878,126.994,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804781
CCTV,서울특별시 서초구 명달로28길 18,37.4878,127.005,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803951
CCTV,서울특별시 서초구 효령로53길67,37.4878,127.012,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801836
CCTV,서울특별시 서초구 서초중앙로12길 19,37.4878,127.016,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000803581
CCTV,서울특별시 강남구 도곡동 191-1,37.4878,127.0446,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801091
CCTV,서울특별시 송파구 문정동 48,37.48781,127.12323,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000800774
CCTV,서울특별시 구로구 구로동로15길 64,37.4878103,126.8810632,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800998
CCTV,서울특별시 구로구 오류로 37,37.4878289,126.8395689,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801731
CCTV,서울특별시 관악구 청림2길 10,37.48783,126.9587,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000802027
CCTV,서울특별시 관악구 신사로 118-4,37.48784,126.9155,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801042
CCTV,서울특별시 관악구 봉천로21가길 1,37.48784,126.9342,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800897
CCTV,서울특별시 구로구 개봉로11길 79,37.4878403,126.8518003,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800534
CCTV,서울특별시 구로구 디지털로35길 37,37.4878444,126.8956409,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800524
CCTV,서울특별시 구로구 구로동로15길 46,37.4878486,126.8820644,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800825
CCTV,서울특별시 송파구 문정동 123-1 늘봄어린이공원,37.48785,127.13384,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000801502
CCTV,서울특별시 구로구 구로동로20길 64,37.4878508,126.8878479,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801314
CCTV,서울특별시 구로구 구로동로17길 9-12,37.4878515,126.8839352,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801023
CCTV,서울특별시 구로구 개봉로12길 4-6,37.4878599,126.8567302,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801682
CCTV,서울특별시 관악구 관천로25길 30/28,37.48786,126.9199,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801640
CCTV,"서울특별시 관악구 신사로20길 29, 리치빌리지 부근",37.48787,126.9174,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801637
CCTV,서울특별시 구로구 구로동로15길 36,37.4878706,126.8827168,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801877
CCTV,서울특별시 구로구 개봉로11길 90,37.4878992,126.8511497,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800881
CCTV,서울특별시 서초구 서초대로1길 19-2,37.4879,126.983,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804002
CCTV,서울특별시 서초구 방배4동 859-1,37.4879,126.987,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000800404
CCTV,서울특별시 서초구 방배4동 856-32,37.4879,126.99,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801111
CCTV,서울특별시 서초구 서리풀길15,37.4879,127.02,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801618
CCTV,서울특별시 강남구 도곡로2길 34,37.4879,127.034,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801078
CCTV,서울특별시 강남구 언주로 201,37.4879,127.0484,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801026
CCTV,서울특별시 강남구 언주로30길 13,37.4879,127.0517,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801112
CCTV,서울특별시 영등포구 디지털로38길 16,37.4879029,126.900485,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000805010
CCTV,서울특별시 구로구 개봉로11길 58,37.4879115,126.8529119,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800502
CCTV,서울특별시 구로구 구로동로18길 27,37.4879122,126.8860947,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000800456
CCTV,서울특별시 구로구 개봉로11길 50,37.487915,126.85342,5,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801230
CCTV,서울특별시 관악구 국회단지6길16,37.48792,126.9415,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800811
CCTV,서울특별시 송파구 중대로 24,37.48792,127.11829,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000800785
CCTV,"서울특별시 관악구 관천로 109 (회1,고2)",37.48793,126.9218,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000801225
CCTV,서울특별시 영등포구 디지털로48길 23-1,37.4879391,126.901684,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804770
CCTV,서울특별시 송파구 송이로 238(공원내),37.48794,127.13116,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000801498
CCTV,서울특별시 영등포구 시흥대로 175가길 12-1,37.4879442,126.903761,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804759
CCTV,서울특별시 구로구 도림로20길 50,37.4879449,126.8947192,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000802071
CCTV,서울특별시 영등포구 디지털로48길 27-2,37.4879531,126.901983,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631800000804949
CCTV,서울특별시 동작구 신대방2길 12,37.487969,126.913309,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800054
CCTV,서울특별시 동작구 조원로18길 3,37.4879706,126.9136358,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202431900000800061
CCTV,서울특별시 구로구 서해안로 2227,37.4879715,126.8335956,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801196
CCTV,서울특별시 구로구 개봉로11길 35,37.4879783,126.8540332,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202631600000801642
CCTV,서울특별시 관악구 신림로71길 45,37.48798,126.9257,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800567
CCTV,서울특별시 송파구 동남로2길 15,37.48798,127.1227,3,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632300000800754
CCTV,서울특별시 관악구 봉천로 275,37.48799,126.9318,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800445
CCTV,서울특별시 관악구 봉천동 661-118,37.488,126.9342,2,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632000000800357
CCTV,서울특별시 서초구 서초대로1길 19-2,37.488,126.983,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804003
CCTV,서울특별시 서초구 방배4동 874-4,37.488,126.993,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801536
CCTV,서울특별시 서초구 방배4동 875-5,37.488,126.994,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804859
CCTV,서울특별시 서초구 서초대로32길 9-22,37.488,126.998,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801446
CCTV,서울특별시 서초구 방배1동 883-11,37.488,126.999,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000801182
CCTV,서울특별시 서초구 서초3동 1506-19,37.488,127.006,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000805121
CCTV,서울특별시 서초구 서초1동 1614-25,37.488,127.022,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000802866
CCTV,서울특별시 서초구 강남대로45길20 삼거리 앞,37.488,127.03,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632100000804065
CCTV,서울특별시 강남구 도곡로18길 57,37.488,127.0386,1,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000801036
CCTV,서울특별시 강남구 밤고개로1길 10,37.488,127.1019,4,CCTV#Uc815#Ubcf4_#Uc11c#Uc6b8#Ud2b9#Ubcc4#Uc2dc.csv,202632200000802601
